id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,population,"time_to_arrest,hours",severity_score,day_or_night
13775255,JJ181437,2025-03-14 17:04:00,011XX S CLARK ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,123,1,34,32,6,1175696.0,1895352.0,2025,2025-03-22 15:41:01,41.86821682,-87.6304532,"
,  
(41.86821682, -87.6304532)",380000,190.61694444444444,5.0,day
13775273,JJ181430,2025-03-14 17:03:00,073XX S UNION AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,732,7,6,68,08B,1172905.0,1856142.0,2025,2025-03-22 15:41:01,41.760683041,-87.641857727,"
,  
(41.760683041, -87.641857727)",100000,,10.0,day
13775527,JJ181461,2025-03-14 17:02:00,003XX E 87TH ST,460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False,632,6,6,44,08B,1180201.0,1847386.0,2025,2025-03-22 15:41:01,41.736491541,-87.615385513,"
,  
(41.736491541, -87.615385513)",100000,,10.0,day
13775961,JJ182238,2025-03-14 17:00:00,060XX S PAULINA ST,710,THEFT,THEFT FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,False,False,714,7,15,67,6,1166044.0,1864659.0,2025,2025-03-22 15:41:01,41.784203397,-87.666761687,"
,  
(41.784203397, -87.666761687)",190000,,5.0,day
13775655,JJ181622,2025-03-14 17:00:00,078XX S COLES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,421,4,7,43,14,1197599.0,1853596.0,2025,2025-03-22 15:41:01,41.753116299,-87.551439474,"
,  
(41.753116299, -87.551439474)",110000,,6.0,day
13777267,JJ183879,2025-03-14 17:00:00,025XX W DIVISION ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,False,False,1211,12,26,24,04B,1159033.0,1907888.0,2025,2025-03-22 15:41:01,41.902974842,-87.691281983,"
,  
(41.902974842, -87.691281983)",300000,,10.0,day
13775510,JJ181428,2025-03-14 17:00:00,052XX W MADISON ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1522,15,37,25,6,1141512.0,1899523.0,2025,2025-03-22 15:41:01,41.880362084,-87.755847438,"
,  
(41.880362084, -87.755847438)",410000,,5.0,day
13775283,JJ181401,2025-03-14 17:00:00,004XX E ILLINOIS ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1834,18,42,8,6,1179279.0,1903707.0,2025,2025-03-22 15:41:01,41.891062111,-87.617043461,"
,  
(41.891062111, -87.617043461)",460000,,5.0,day
13775419,JJ181553,2025-03-14 17:00:00,047XX W WASHINGTON BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1113,11,28,25,7,1144757.0,1900081.0,2025,2025-03-22 15:41:01,41.881832768,-87.743917919,"
,  
(41.881832768, -87.743917919)",320000,,6.0,day
13776052,JJ182332,2025-03-14 17:00:00,047XX N WASHTENAW AVE,820,THEFT,$500 AND UNDER,STREET,False,False,1911,19,40,4,6,1157518.0,1931323.0,2025,2025-03-22 15:41:01,41.967313092,-87.696207153,"
,  
(41.967313092, -87.696207153)",440000,,5.0,day
13775358,JJ181619,2025-03-14 17:00:00,032XX N DAMEN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1921,19,32,5,11,1162436.0,1921735.0,2025,2025-03-22 15:41:01,41.940901356,-87.678393653,"
,  
(41.940901356, -87.678393653)",360000,,6.0,day
13775267,JJ181418,2025-03-14 17:00:00,033XX S LEAVITT ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,912,9,12,59,26,1162228.0,1882551.0,2025,2025-03-22 15:41:01,41.833381546,-87.680254178,"
,  
(41.833381546, -87.680254178)",160000,,0.0,day
13776053,JJ182410,2025-03-14 17:00:00,050XX S WINCHESTER AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,931,9,15,61,08B,1164205.0,1871224.0,2025,2025-03-22 15:41:01,41.802257502,-87.673319396,"
,  
(41.802257502, -87.673319396)",190000,,10.0,day
13776189,JJ182562,2025-03-14 17:00:00,052XX N ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2011,20,40,4,14,1158077.0,1934535.0,2025,2025-03-22 15:41:01,41.976115558,-87.694063643,"
,  
(41.976115558, -87.694063643)",440000,,6.0,day
13775901,JJ182112,2025-03-14 17:00:00,013XX W GREENLEAF AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2423,24,49,1,14,1166025.0,1947078.0,2025,2025-03-22 15:41:01,42.010367379,-87.664475532,"
,  
(42.010367379, -87.664475532)",530000,,6.0,day
13775569,JJ181747,2025-03-14 16:59:00,100XX W OHARE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,AIRPORT PARKING LOT,False,False,1651,16,41,76,11,1100658.0,1934241.0,2025,2025-03-22 15:41:01,41.976290414,-87.905227221,"
,  
(41.976290414, -87.905227221)",450000,,6.0,day
13775303,JJ181427,2025-03-14 16:58:00,050XX S ARCHER AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,LIBRARY,False,False,815,8,14,57,14,1149711.0,1870739.0,2025,2025-03-22 15:41:01,41.801219701,-87.726488031,"
,  
(41.801219701, -87.726488031)",180000,,6.0,day
13775208,JJ181392,2025-03-14 16:58:00,028XX W ARTHINGTON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1135,11,28,27,18,1157623.0,1895914.0,2025,2025-03-22 15:41:01,41.870145914,-87.696787454,"
,  
(41.870145914, -87.696787454)",320000,190.71694444444444,0.0,day
13775585,JJ181425,2025-03-14 16:56:00,019XX W 33RD ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,912,9,12,59,6,1163830.0,1882804.0,2025,2025-03-22 15:41:01,41.834042232,-87.674368991,"
,  
(41.834042232, -87.674368991)",160000,,5.0,day
13775297,JJ181421,2025-03-14 16:55:00,007XX W OHARE ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT EXTERIOR - SECURE AREA,True,False,1654,16,41,76,15,1094587.0,1945065.0,2025,2025-03-22 15:41:01,42.006074109,-87.927364891,"
,  
(42.006074109, -87.927364891)",450000,190.76694444444445,0.0,day
13779543,JJ185564,2025-03-14 16:54:00,067XX S JEFFERY BLVD,890,THEFT,FROM BUILDING,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,331,3,5,43,6,1190707.0,1860610.0,2025,2025-03-22 15:41:01,41.772532392,-87.57646936,"
,  
(41.772532392, -87.57646936)",90000,,5.0,day
13780327,JJ187538,2025-03-14 16:53:00,031XX S GILES AVE,810,THEFT,OVER $500,RESIDENCE,False,False,211,2,4,35,6,1178779.0,1884337.0,2025,2025-03-22 15:41:01,41.837921113,-87.61947121,"
,  
(41.837921113, -87.61947121)",80000,,5.0,day
13776436,JJ182025,2025-03-14 16:48:00,033XX W FULLERTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1413,14,35,22,6,1153545.0,1915755.0,2025,2025-03-22 15:41:01,41.924673521,-87.711230943,"
,  
(41.924673521, -87.711230943)",390000,,5.0,day
13775650,JJ181386,2025-03-14 16:46:00,091XX S BALTIMORE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,424,4,10,46,08B,1198485.0,1844963.0,2025,2025-03-22 15:41:01,41.729404564,-87.548481235,"
,  
(41.729404564, -87.548481235)",140000,,10.0,day
13775268,JJ181407,2025-03-14 16:45:00,020XX N CLARK ST,820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,1814,18,43,7,6,1173986.0,1913691.0,2025,2025-03-22 15:41:01,41.918578314,-87.636183854,"
,  
(41.918578314, -87.636183854)",470000,,5.0,day
13778039,JJ184786,2025-03-14 16:44:00,022XX W LUNT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,2411,24,50,2,26,1159917.0,1946439.0,2025,2025-03-22 15:41:01,42.008742697,-87.686966824,"
,  
(42.008742697, -87.686966824)",540000,,0.0,day
13775699,JJ181374,2025-03-14 16:41:00,070XX S EAST END AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,332,3,5,43,15,1188992.0,1858707.0,2025,2025-03-22 15:41:01,41.767351647,-87.582816839,"
,  
(41.767351647, -87.582816839)",90000,191.00027777777777,0.0,day
13775281,JJ181381,2025-03-14 16:37:00,004XX W NORMAL PKWY,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,722,7,6,68,08B,1174460.0,1860073.0,2025,2025-03-22 15:41:01,41.771435723,-87.636041807,"
,  
(41.771435723, -87.636041807)",100000,,10.0,day
13775251,JJ181368,2025-03-14 16:37:00,099XX S VINCENNES AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,2213,22,21,73,15,1169825.0,1838810.0,2025,2025-03-22 15:41:01,41.713188977,-87.653647725,"
,  
(41.713188977, -87.653647725)",250000,191.06694444444443,0.0,day
13782082,JJ189507,2025-03-14 16:37:00,099XX S CRANDON AVE,265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,SCHOOL - PUBLIC BUILDING,False,False,431,4,7,51,2,,,2025,2025-03-22 15:41:01,,,,110000,,0.0,day
13775252,JJ181408,2025-03-14 16:35:00,029XX W FULTON ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,False,False,1222,12,27,27,15,1156693.0,1901865.0,2025,2025-03-22 15:41:01,41.88649492,-87.700040573,"
,  
(41.88649492, -87.700040573)",310000,,0.0,day
13775691,JJ181741,2025-03-14 16:34:00,060XX S ROCKWELL ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,825,8,16,66,26,1160076.0,1864513.0,2025,2025-03-22 15:41:01,41.783927628,-87.688646801,"
,  
(41.783927628, -87.688646801)",200000,,0.0,day
13775516,JJ181369,2025-03-14 16:33:00,008XX N MASSASOIT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,1511,15,29,25,08B,1137874.0,1905055.0,2025,2025-03-22 15:41:01,41.895609002,-87.769072428,"
,  
(41.895609002, -87.769072428)",330000,,10.0,day
13775486,JJ181594,2025-03-14 16:32:00,020XX W SUPERIOR ST,820,THEFT,$500 AND UNDER,STREET,False,False,1221,12,36,24,6,1162616.0,1904929.0,2025,2025-03-22 15:41:01,41.894780776,-87.67820394,"
,  
(41.894780776, -87.67820394)",400000,,5.0,day
13775400,JJ181639,2025-03-14 16:31:00,032XX W CRYSTAL ST,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1422,14,26,23,6,1154588.0,1908137.0,2025,2025-03-22 15:41:01,41.90374825,-87.70760271,"
,  
(41.90374825, -87.70760271)",300000,,5.0,day
13775972,JJ182161,2025-03-14 16:30:00,004XX E 133RD ST,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,533,5,10,54,6,1181699.0,1816819.0,2025,2025-03-22 15:41:01,41.652577117,-87.610836736,"
,  
(41.652577117, -87.610836736)",140000,,5.0,day
13777979,JJ184719,2025-03-14 16:30:00,016XX N LA SALLE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1814,18,2,7,14,1174829.0,1911351.0,2025,2025-03-22 15:41:01,41.912138405,-87.633156819,"
,  
(41.912138405, -87.633156819)",60000,,6.0,day
13781253,JJ188552,2025-03-14 16:30:00,026XX W 36TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,911,9,12,58,11,1159378.0,1880694.0,2025,2025-03-22 15:41:01,41.828344704,-87.690762402,"
,  
(41.828344704, -87.690762402)",160000,,6.0,day
13775302,JJ181429,2025-03-14 16:30:00,007XX N SPAULDING AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,True,False,1121,11,27,23,08B,1154240.0,1904796.0,2025,2025-03-22 15:41:01,41.894587193,-87.708970317,"
,  
(41.894587193, -87.708970317)",310000,191.1836111111111,10.0,day
13778210,JJ184511,2025-03-14 16:30:00,101XX S LA SALLE ST,560,ASSAULT,SIMPLE,STREET,False,False,511,5,9,49,08A,1177061.0,1837663.0,2025,2025-03-22 15:41:01,41.709881649,-87.627181558,"
,  
(41.709881649, -87.627181558)",130000,,10.0,day
13775307,JJ181403,2025-03-14 16:28:00,016XX N MONITOR AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,2531,25,29,25,15,1137183.0,1910296.0,2025,2025-03-22 15:41:01,41.910003391,-87.771484281,"
,  
(41.910003391, -87.771484281)",330000,191.21694444444444,0.0,day
13775229,JJ181375,2025-03-14 16:25:00,005XX E 63RD ST,320,ROBBERY,STRONG ARM - NO WEAPON,SMALL RETAIL STORE,False,False,312,3,20,42,3,1181083.0,1863362.0,2025,2025-03-22 15:41:01,41.780311146,-87.611663179,"
,  
(41.780311146, -87.611663179)",240000,,10.0,day
13775387,JJ181354,2025-03-14 16:25:00,020XX W BLOOMINGDALE TRL,320,ROBBERY,STRONG ARM - NO WEAPON,PARK PROPERTY,False,False,1434,14,32,24,3,1162575.0,1912019.0,2025,2025-03-22 15:41:01,41.914237123,-87.678155639,"
,  
(41.914237123, -87.678155639)",360000,,10.0,day
13775292,JJ181439,2025-03-14 16:20:00,024XX E 78TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,421,4,7,43,14,1193658.0,1853719.0,2025,2025-03-22 15:41:01,41.753551196,-87.5658774,"
,  
(41.753551196, -87.5658774)",110000,,6.0,day
13775329,JJ181359,2025-03-14 16:14:00,051XX S MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,923,9,14,63,14,1160240.0,1870515.0,2025,2025-03-22 15:41:01,41.800394542,-87.687880297,"
,  
(41.800394542, -87.687880297)",180000,,6.0,day
13775311,JJ181347,2025-03-14 16:10:00,108XX S DOTY AVE W,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,513,5,9,50,6,1185662.0,1833231.0,2025,2025-03-22 15:41:01,41.697521825,-87.595822678,"
,  
(41.697521825, -87.595822678)",130000,,5.0,day
13775427,JJ181385,2025-03-14 16:05:00,034XX N AUSTIN AVE,460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,1633,16,30,17,08B,1135778.0,1922071.0,2025,2025-03-22 15:41:01,41.942340471,-87.776364792,"
,  
(41.942340471, -87.776364792)",340000,,10.0,day
13782360,JJ190098,2025-03-14 16:00:00,030XX W FULLERTON AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,LIBRARY,False,False,1414,14,35,22,18,,,2025,2025-03-22 15:41:01,,,,390000,,0.0,day
13777697,JJ184225,2025-03-14 16:00:00,024XX N LAKEVIEW AVE,890,THEFT,FROM BUILDING,APARTMENT,False,False,1935,19,43,7,6,1173161.0,1916417.0,2025,2025-03-22 15:41:01,41.92607694,-87.639133868,"
,  
(41.92607694, -87.639133868)",470000,,5.0,day
13780219,JJ187335,2025-03-14 16:00:00,017XX W AUGUSTA BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,1213,12,1,24,11,1164391.0,1906714.0,2025,2025-03-22 15:41:01,41.899641572,-87.671634309,"
,  
(41.899641572, -87.671634309)",50000,,6.0,day
13778508,JJ184561,2025-03-14 16:00:00,054XX N CUMBERLAND AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,False,False,1614,16,41,76,14,1119317.0,1935156.0,2025,2025-03-22 15:41:01,41.97852489,-87.836589041,"
,  
(41.97852489, -87.836589041)",450000,,6.0,day
13775239,JJ181484,2025-03-14 16:00:00,021XX N KENMORE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,1811,18,43,7,7,1168950.0,1914407.0,2025,2025-03-22 15:41:01,41.920653903,-87.654665606,"
,  
(41.920653903, -87.654665606)",470000,,6.0,day
13777203,JJ183837,2025-03-14 16:00:00,029XX S DR MARTIN LUTHER KING JR DR,710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,133,1,4,35,6,1179394.0,1885524.0,2025,2025-03-22 15:41:01,41.841164277,-87.6171782,"
,  
(41.841164277, -87.6171782)",80000,,5.0,day
13775242,JJ181472,2025-03-14 16:00:00,0000X W ADAMS ST,870,THEFT,POCKET-PICKING,RESTAURANT,False,False,112,1,34,32,6,1175755.0,1899436.0,2025,2025-03-22 15:41:01,41.879422242,-87.630113765,"
,  
(41.879422242, -87.630113765)",380000,,5.0,day
13775274,JJ181357,2025-03-14 16:00:00,040XX W CHICAGO AVE,460,BATTERY,SIMPLE,STREET,False,False,1111,11,37,23,08B,1149484.0,1905044.0,2025,2025-03-22 15:41:01,41.895361374,-87.726431415,"
,  
(41.895361374, -87.726431415)",410000,,10.0,day
13775520,JJ181426,2025-03-14 16:00:00,033XX W 59TH PL,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,822,8,14,66,04A,1155102.0,1864969.0,2025,2025-03-22 15:41:01,41.785279851,-87.706871305,"
,  
(41.785279851, -87.706871305)",180000,,10.0,day
13778803,JJ184710,2025-03-14 16:00:00,037XX N CALIFORNIA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SCHOOL - PRIVATE BUILDING,False,False,1733,17,35,16,11,1157050.0,1924733.0,2025,2025-03-22 15:41:01,41.949239279,-87.698107558,"
,  
(41.949239279, -87.698107558)",390000,,6.0,day
13775480,JJ181358,2025-03-14 15:55:00,069XX S HONORE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,735,7,17,67,08B,1165219.0,1858576.0,2025,2025-03-22 15:41:01,41.767528356,-87.669958503,"
,  
(41.767528356, -87.669958503)",210000,,10.0,day
13775200,JJ181376,2025-03-14 15:54:00,019XX W 79TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,DAY CARE CENTER,False,False,611,6,17,71,08A,1164635.0,1852272.0,2025,2025-03-22 15:41:01,41.750241632,-87.672276686,"
,  
(41.750241632, -87.672276686)",210000,,0.0,day
13775391,JJ181284,2025-03-14 15:53:00,066XX S INGLESIDE AVE,460,BATTERY,SIMPLE,APARTMENT,True,True,321,3,20,42,08B,1183699.0,1861147.0,2025,2025-03-22 15:41:01,41.774172337,-87.602141649,"
,  
(41.774172337, -87.602141649)",240000,191.80027777777778,10.0,day
13775178,JJ181312,2025-03-14 15:50:00,008XX W DIVERSEY PKWY,810,THEFT,OVER $500,BAR OR TAVERN,False,False,1933,19,44,6,6,1170313.0,1918811.0,2025,2025-03-22 15:41:01,41.932708981,-87.649528656,"
,  
(41.932708981, -87.649528656)",480000,,5.0,day
13775201,JJ181315,2025-03-14 15:50:00,006XX N ST CLAIR ST,820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1834,18,42,8,6,1177723.0,1904660.0,2025,2025-03-22 15:41:01,41.89371269,-87.622728826,"
,  
(41.89371269, -87.622728826)",460000,,5.0,day
13775357,JJ181295,2025-03-14 15:47:00,063XX W BELMONT AVE,560,ASSAULT,SIMPLE,CONVENIENCE STORE,False,False,2511,25,30,19,08A,1133267.0,1920591.0,2025,2025-03-22 15:41:01,41.938323586,-87.785628771,"
,  
(41.938323586, -87.785628771)",340000,,10.0,day
13776064,JJ182305,2025-03-14 15:45:00,058XX S OAK PARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,811,8,13,56,08B,1132065.0,1864987.0,2025,2025-03-22 15:41:01,41.785758794,-87.791336594,"
,  
(41.785758794, -87.791336594)",170000,,10.0,day
13775264,JJ181314,2025-03-14 15:45:00,072XX S WESTERN AVE,810,THEFT,OVER $500,STREET,False,True,832,8,18,66,6,1161626.0,1856687.0,2025,2025-03-22 15:41:01,41.762419957,-87.683180808,"
,  
(41.762419957, -87.683180808)",220000,,5.0,day
13775204,JJ181303,2025-03-14 15:45:00,0000X S LA SALLE ST,820,THEFT,$500 AND UNDER,RESTAURANT,False,False,122,1,34,32,6,1175144.0,1900030.0,2025,2025-03-22 15:41:01,41.88106593,-87.632339422,"
,  
(41.88106593, -87.632339422)",380000,,5.0,day
13775328,JJ181579,2025-03-14 15:40:00,022XX N LARAMIE AVE,870,THEFT,POCKET-PICKING,STREET,False,False,2522,25,26,19,6,1141351.0,1914489.0,2025,2025-03-22 15:41:01,41.921433501,-87.756068841,"
,  
(41.921433501, -87.756068841)",300000,,5.0,day
13775244,JJ181331,2025-03-14 15:40:00,035XX E 114TH ST,460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,433,4,10,52,08B,1201660.0,1829983.0,2025,2025-03-22 15:41:01,41.688218178,-87.537357913,"
,  
(41.688218178, -87.537357913)",140000,,10.0,day
13775797,JJ181851,2025-03-14 15:32:00,115XX S HALSTED ST,320,ROBBERY,STRONG ARM - NO WEAPON,CTA BUS,False,False,524,5,21,53,3,1173048.0,1828494.0,2025,2025-03-22 15:41:01,41.684809877,-87.642147208,"
,  
(41.684809877, -87.642147208)",250000,,10.0,day
13775183,JJ181370,2025-03-14 15:30:00,047XX S MICHIGAN AVE,810,THEFT,OVER $500,GAS STATION,False,False,224,2,3,38,6,1177953.0,1873730.0,2025,2025-03-22 15:41:01,41.808833439,-87.622824022,"
,  
(41.808833439, -87.622824022)",70000,,5.0,day
13775260,JJ181271,2025-03-14 15:30:00,003XX E 87TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,632,6,6,44,6,1180201.0,1847386.0,2025,2025-03-22 15:41:01,41.736491541,-87.615385513,"
,  
(41.736491541, -87.615385513)",100000,,5.0,day
13775332,JJ181296,2025-03-14 15:30:00,021XX N ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,GROCERY FOOD STORE,False,False,1432,14,32,22,14,1165199.0,1914283.0,2025,2025-03-22 15:41:01,41.920394271,-87.66845103,"
,  
(41.920394271, -87.66845103)",360000,,6.0,day
13775245,JJ181448,2025-03-14 15:30:00,021XX N STOCKTON DR,810,THEFT,OVER $500,PARK PROPERTY,False,False,1814,18,43,7,6,1174117.0,1914578.0,2025,2025-03-22 15:41:01,41.921009356,-87.635676041,"
,  
(41.921009356, -87.635676041)",470000,,5.0,day
13775162,JJ181248,2025-03-14 15:30:00,030XX N BROADWAY,880,THEFT,PURSE-SNATCHING,RESTAURANT,False,False,1934,19,44,6,6,1171725.0,1920351.0,2025,2025-03-22 15:41:01,41.936903783,-87.644294256,"
,  
(41.936903783, -87.644294256)",480000,,5.0,day
13777419,JJ183273,2025-03-14 15:28:00,009XX N Michigan Ave,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1833,18,42,8,6,1177324.0,1906733.0,2025,2025-03-22 15:41:01,41.899410159,-87.624131266,"
,  
(41.899410159, -87.624131266)",460000,,5.0,day
13780653,JJ187877,2025-03-14 15:28:00,005XX W MADISON ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,121,1,42,28,6,1173039.0,1900311.0,2025,2025-03-22 15:41:01,41.881883933,-87.640060441,"
,  
(41.881883933, -87.640060441)",460000,,5.0,day
13776411,JJ182024,2025-03-14 15:27:00,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,112,1,34,32,6,1176364.0,1900524.0,2025,2025-03-22 15:41:01,41.882394062,-87.627844798,"
,  
(41.882394062, -87.627844798)",380000,,5.0,day
13775380,JJ181506,2025-03-14 15:20:00,030XX S WENTWORTH AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,914,9,11,34,26,1175448.0,1884559.0,2025,2025-03-22 15:41:01,41.838605616,-87.631687418,"
,  
(41.838605616, -87.631687418)",150000,192.3502777777778,0.0,day
13777750,JJ184379,2025-03-14 15:20:00,035XX W 55TH ST,560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,822,8,14,63,08A,1153756.0,1867915.0,2025,2025-03-22 15:41:01,41.793390915,-87.711728299,"
,  
(41.793390915, -87.711728299)",180000,,10.0,day
13775325,JJ181393,2025-03-14 15:20:00,087XX S CORNELL AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,412,4,8,48,5,1188768.0,1847209.0,2025,2025-03-22 15:41:01,41.735805436,-87.584004931,"
,  
(41.735805436, -87.584004931)",120000,,5.0,day
13775165,JJ181233,2025-03-14 15:15:00,065XX S DR MARTIN LUTHER KING JR DR,460,BATTERY,SIMPLE,SIDEWALK,False,False,312,3,20,69,08B,1180043.0,1861837.0,2025,2025-03-22 15:41:01,41.776150283,-87.615522623,"
,  
(41.776150283, -87.615522623)",240000,,10.0,day
13775545,JJ181273,2025-03-14 15:14:00,050XX W ADAMS ST,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,1533,15,28,25,3,1143005.0,1898866.0,2025,2025-03-22 15:41:01,41.878531497,-87.750381613,"
,  
(41.878531497, -87.750381613)",320000,,10.0,day
13775222,JJ181299,2025-03-14 15:13:00,018XX W VAN BUREN ST,484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,False,False,1231,12,27,28,08B,1164423.0,1898199.0,2025,2025-03-22 15:41:01,41.876275065,-87.671757901,"
,  
(41.876275065, -87.671757901)",310000,,10.0,day
13775243,JJ181221,2025-03-14 15:10:00,031XX W ARMITAGE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1414,14,1,22,6,1155045.0,1913118.0,2025,2025-03-22 15:41:01,41.917407385,-87.70579017,"
,  
(41.917407385, -87.70579017)",50000,,5.0,day
13775306,JJ181286,2025-03-14 15:07:00,007XX S SEELEY AVE,820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1225,12,28,28,6,1162845.0,1896867.0,2025,2025-03-22 15:41:01,41.87265317,-87.677589139,"
,  
(41.87265317, -87.677589139)",320000,,5.0,day
13778826,JJ185637,2025-03-14 15:04:00,028XX N CLYBOURN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,1931,19,32,5,11,1162206.0,1918907.0,2025,2025-03-22 15:41:01,41.933145975,-87.679318281,"
,  
(41.933145975, -87.679318281)",360000,,6.0,day
13775402,JJ181569,2025-03-14 15:02:00,011XX N CAMPBELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1212,12,36,24,14,1159528.0,1907640.0,2025,2025-03-22 15:41:01,41.902284129,-87.689470588,"
,  
(41.902284129, -87.689470588)",400000,,6.0,day
13775518,JJ181317,2025-03-14 15:00:00,011XX W ERIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,12,27,24,14,1168519.0,1904430.0,2025,2025-03-22 15:41:01,41.893285756,-87.656538409,"
,  
(41.893285756, -87.656538409)",310000,,6.0,day
