id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,population,"time_to_arrest,hours",severity_score,day_or_night
13774997,JJ180905,2025-03-14 10:38:00,019XX W 35TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,912,9,11,59,6,1164019.0,1881481.0,2025,2025-03-22 15:41:01,41.830407799,-87.67371278,"
,  
(41.830407799, -87.67371278)",150000,,5.0,day
13775173,JJ180895,2025-03-14 10:35:00,067XX S DR MARTIN LUTHER KING JR DR,560,ASSAULT,SIMPLE,STREET,False,True,322,3,6,69,08A,1180076.0,1860574.0,2025,2025-03-22 15:41:01,41.772683728,-87.615440298,"
,  
(41.772683728, -87.615440298)",100000,,10.0,day
13775248,JJ181488,2025-03-14 10:30:00,023XX W GRANVILLE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,2413,24,50,2,11,1159659.0,1941108.0,2025,2025-03-22 15:41:01,41.994119598,-87.688063896,"
,  
(41.994119598, -87.688063896)",540000,,6.0,day
13775682,JJ181780,2025-03-14 10:30:00,051XX S CICERO AVE,560,ASSAULT,SIMPLE,RESTAURANT,False,False,815,8,23,56,08A,1145227.0,1870132.0,2025,2025-03-22 15:41:01,41.799639692,-87.742948,"
,  
(41.799639692, -87.742948)",270000,,10.0,day
13775095,JJ181018,2025-03-14 10:28:00,109XX S DOTY AVE E,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,513,5,10,51,6,1185667.0,1832643.0,2025,2025-03-22 15:41:01,41.695908161,-87.595822806,"
,  
(41.695908161, -87.595822806)",140000,,5.0,day
13774821,JJ180874,2025-03-14 10:22:00,101XX S WESTERN AVE,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,2213,22,19,72,08A,1162177.0,1837241.0,2025,2025-03-22 15:41:01,41.709045633,-87.681700936,"
,  
(41.709045633, -87.681700936)",230000,,10.0,day
13774878,JJ180856,2025-03-14 10:20:00,012XX W GRENSHAW ST,560,ASSAULT,SIMPLE,APARTMENT,False,False,1231,12,28,28,08A,1168333.0,1895142.0,2025,2025-03-22 15:41:01,41.867802818,-87.65749014,"
,  
(41.867802818, -87.65749014)",320000,,10.0,day
13775147,JJ180888,2025-03-14 10:20:00,029XX W ROOSEVELT RD,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,1135,11,28,29,04B,1156767.0,1894567.0,2025,2025-03-22 15:41:01,41.866466983,-87.699966594,"
,  
(41.866466983, -87.699966594)",320000,,10.0,day
13782611,JJ189379,2025-03-14 10:10:00,015XX W BYRON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,Unknown,False,False,1922,19,46,6,11,,,2025,2025-03-22 15:41:01,,,,500000,,6.0,day
13774895,JJ180842,2025-03-14 10:09:00,015XX N CENTRAL AVE,860,THEFT,RETAIL THEFT,DRUG STORE,True,False,2531,25,29,25,6,1138712.0,1909741.0,2025,2025-03-22 15:41:01,41.908452786,-87.765880756,"
,  
(41.908452786, -87.765880756)",330000,197.5336111111111,5.0,day
13775004,JJ180881,2025-03-14 10:04:00,061XX S DR MARTIN LUTHER KING JR DR,460,BATTERY,SIMPLE,APARTMENT,True,False,311,3,20,40,08B,1179974.0,1864409.0,2025,2025-03-22 15:41:01,41.783209684,-87.615696882,"
,  
(41.783209684, -87.615696882)",240000,197.61694444444444,10.0,day
13775198,JJ181024,2025-03-14 10:00:00,064XX S KENWOOD AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,True,True,314,3,20,42,08B,1186178.0,1862508.0,2025,2025-03-22 15:41:01,41.777848842,-87.593011267,"
,  
(41.777848842, -87.593011267)",240000,197.6836111111111,0.0,day
13779807,JJ186853,2025-03-14 10:00:00,050XX W WASHINGTON BLVD,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1533,15,28,25,5,1142711.0,1900032.0,2025,2025-03-22 15:41:01,41.88173662,-87.751432105,"
,  
(41.88173662, -87.751432105)",320000,,5.0,day
13774881,JJ180880,2025-03-14 10:00:00,010XX W THORNDALE AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,2433,24,48,77,04B,1168335.0,1939707.0,2025,2025-03-22 15:41:01,41.990091396,-87.656190726,"
,  
(41.990091396, -87.656190726)",520000,,10.0,day
13774959,JJ180885,2025-03-14 10:00:00,020XX N HALSTED ST,560,ASSAULT,SIMPLE,APARTMENT,False,False,1812,18,43,7,08A,1170626.0,1913684.0,2025,2025-03-22 15:41:01,41.918633393,-87.648528893,"
,  
(41.918633393, -87.648528893)",470000,,10.0,day
13775771,JJ181012,2025-03-14 10:00:00,011XX N ASHLAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1213,12,1,24,7,1165515.0,1907823.0,2025,2025-03-22 15:41:01,41.902660883,-87.667474253,"
,  
(41.902660883, -87.667474253)",50000,,6.0,day
13774919,JJ180938,2025-03-14 09:58:00,005XX W HARRISON ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER (SPECIFY),False,True,124,1,28,28,26,1172659.0,1897574.0,2025,2025-03-22 15:41:01,41.874381838,-87.641536792,"
,  
(41.874381838, -87.641536792)",320000,,0.0,day
13781167,JJ188562,2025-03-14 09:58:00,016XX W SHERWIN AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,False,2423,24,49,1,6,1164265.0,1948722.0,2025,2025-03-22 15:41:01,42.014916096,-87.670904385,"
,  
(42.014916096, -87.670904385)",530000,,5.0,day
13775012,JJ180875,2025-03-14 09:55:00,016XX W BELMONT AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1931,19,32,6,6,1164760.0,1921308.0,2025,2025-03-22 15:41:01,41.939680604,-87.669864264,"
,  
(41.939680604, -87.669864264)",360000,,5.0,day
13775037,JJ180858,2025-03-14 09:53:00,058XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,2022,20,48,77,6,1168576.0,1938964.0,2025,2025-03-22 15:41:01,41.988047356,-87.655325921,"
,  
(41.988047356, -87.655325921)",520000,,5.0,day
13774899,JJ180841,2025-03-14 09:50:00,006XX N LA SALLE DR,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1832,18,42,8,6,1175023.0,1904549.0,2025,2025-03-22 15:41:01,41.893469034,-87.632648229,"
,  
(41.893469034, -87.632648229)",460000,197.8502777777778,5.0,day
13775000,JJ180867,2025-03-14 09:45:00,088XX S MORGAN ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,2222,22,21,71,26,1171190.0,1846261.0,2025,2025-03-22 15:41:01,41.73360592,-87.648431523,"
,  
(41.73360592, -87.648431523)",250000,,0.0,day
13774870,JJ180865,2025-03-14 09:45:00,0000X E 75TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DEPARTMENT STORE,False,False,623,6,6,69,14,1177752.0,1855282.0,2025,2025-03-22 15:41:01,41.758214815,-87.624119338,"
,  
(41.758214815, -87.624119338)",100000,,6.0,day
13774945,JJ180860,2025-03-14 09:37:00,005XX N HALSTED ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,CONVENIENCE STORE,False,False,1214,12,27,24,3,1170951.0,1903806.0,2025,2025-03-22 15:41:01,41.891520472,-87.647624933,"
,  
(41.891520472, -87.647624933)",310000,,10.0,day
13774868,JJ180863,2025-03-14 09:33:00,086XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,632,6,6,44,6,1183071.0,1847869.0,2025,2025-03-22 15:41:01,41.737750767,-87.604855911,"
,  
(41.737750767, -87.604855911)",100000,198.13361111111112,5.0,day
13776082,JJ180980,2025-03-14 09:32:00,065XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,1612,16,41,10,08B,1131583.0,1936817.0,2025,2025-03-22 15:41:01,41.98287878,-87.791440835,"
,  
(41.98287878, -87.791440835)",450000,,10.0,day
13777094,JJ183660,2025-03-14 09:30:00,035XX S KEDZIE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,False,False,911,9,12,30,11,1155604.0,1881104.0,2025,2025-03-22 15:41:01,41.829546421,-87.704597953,"
,  
(41.829546421, -87.704597953)",160000,,6.0,day
13775563,JJ181106,2025-03-14 09:30:00,001XX E 95TH ST,560,ASSAULT,SIMPLE,SIDEWALK,False,False,511,5,9,49,08A,1179063.0,1842022.0,2025,2025-03-22 15:41:01,41.721798031,-87.61971766,"
,  
(41.721798031, -87.61971766)",130000,,10.0,day
13779316,JJ186278,2025-03-14 09:24:00,014XX E 70TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PUBLIC BUILDING,False,False,332,3,5,43,26,1186934.0,1858866.0,2025,2025-03-22 15:41:01,41.767836987,-87.590355138,"
,  
(41.767836987, -87.590355138)",90000,,0.0,day
13775040,JJ180891,2025-03-14 09:20:00,054XX W MADISON ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1522,15,29,25,6,1139716.0,1899481.0,2025,2025-03-22 15:41:01,41.880279804,-87.762443285,"
,  
(41.880279804, -87.762443285)",330000,,5.0,day
13775006,JJ180945,2025-03-14 09:20:00,001XX N MENARD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1512,15,29,25,08B,1137694.0,1900373.0,2025,2025-03-22 15:41:01,41.882764239,-87.76984646,"
,  
(41.882764239, -87.76984646)",330000,,10.0,day
13774857,JJ180805,2025-03-14 09:20:00,031XX W 42ND PL,820,THEFT,$500 AND UNDER,STREET,False,False,921,9,12,58,6,1155976.0,1876283.0,2025,2025-03-22 15:41:01,41.816309506,-87.703362775,"
,  
(41.816309506, -87.703362775)",160000,,5.0,day
13774871,JJ180843,2025-03-14 09:20:00,035XX W 84TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,834,8,18,70,26,1154203.0,1848655.0,2025,2025-03-22 15:41:01,41.74052956,-87.7106005,"
,  
(41.74052956, -87.7106005)",220000,198.3502777777778,0.0,day
13774816,JJ180800,2025-03-14 09:19:00,047XX S HALSTED ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,False,933,9,20,61,6,1171764.0,1873607.0,2025,2025-03-22 15:41:01,41.808634077,-87.645527495,"
,  
(41.808634077, -87.645527495)",240000,198.36694444444444,5.0,day
13774827,JJ180813,2025-03-14 09:16:00,002XX S RIVERSIDE PLZ,560,ASSAULT,SIMPLE,SIDEWALK,False,False,121,1,42,28,08A,1173472.0,1899214.0,2025,2025-03-22 15:41:01,41.878864086,-87.638503099,"
,  
(41.878864086, -87.638503099)",460000,,10.0,day
13774889,JJ180802,2025-03-14 09:15:00,012XX S TROY ST,560,ASSAULT,SIMPLE,APARTMENT,False,True,1022,10,24,29,08A,1155555.0,1894259.0,2025,2025-03-22 15:41:01,41.865646249,-87.704424269,"
,  
(41.865646249, -87.704424269)",280000,,10.0,day
13780958,JJ181521,2025-03-14 09:13:00,061XX S ST LAWRENCE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,True,313,3,20,42,08B,1181292.0,1864416.0,2025,2025-03-22 15:41:01,41.783198606,-87.610864492,"
,  
(41.783198606, -87.610864492)",240000,,0.0,day
13774808,JJ180778,2025-03-14 09:12:00,011XX N HARDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,1112,11,37,23,14,1149843.0,1907365.0,2025,2025-03-22 15:41:01,41.901723459,-87.725052446,"
,  
(41.901723459, -87.725052446)",410000,,6.0,day
13775457,JJ181182,2025-03-14 09:10:00,077XX N PAULINA ST,810,THEFT,OVER $500,STREET,False,False,2422,24,49,1,6,1163657.0,1951198.0,2025,2025-03-22 15:41:01,42.021723171,-87.673071312,"
,  
(42.021723171, -87.673071312)",530000,,5.0,day
13774986,JJ181035,2025-03-14 09:02:00,019XX S HOMAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1024,10,24,29,26,1154006.0,1890317.0,2025,2025-03-22 15:41:01,41.854859956,-87.710215788,"
,  
(41.854859956, -87.710215788)",280000,,0.0,day
13774809,JJ180822,2025-03-14 09:01:00,060XX N WINTHROP AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,2433,24,48,77,26,1167769.0,1940199.0,2025,2025-03-22 15:41:01,41.991453716,-87.658258308,"
,  
(41.991453716, -87.658258308)",520000,,0.0,day
13775737,JJ181774,2025-03-14 09:00:00,038XX W DIVISION ST,340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,False,False,2535,25,27,23,3,1150744.0,1907731.0,2025,2025-03-22 15:41:01,41.90271022,-87.721733355,"
,  
(41.90271022, -87.721733355)",310000,,10.0,day
13775880,JJ180838,2025-03-14 09:00:00,014XX N TRIPP AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,2534,25,36,23,08A,1147790.0,1909166.0,2025,2025-03-22 15:41:01,41.906705287,-87.732547098,"
,  
(41.906705287, -87.732547098)",400000,,10.0,day
13775097,JJ181176,2025-03-14 09:00:00,0000X N KEELER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1115,11,28,26,08B,1148389.0,1899821.0,2025,2025-03-22 15:41:01,41.881050073,-87.730587862,"
,  
(41.881050073, -87.730587862)",320000,,10.0,day
13775414,JJ181499,2025-03-14 09:00:00,022XX N WESTERN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1432,14,32,22,11,1159996.0,1914852.0,2025,2025-03-22 15:41:01,41.922064752,-87.687552095,"
,  
(41.922064752, -87.687552095)",360000,,6.0,day
13774921,JJ180947,2025-03-14 09:00:00,038XX S ALBANY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,911,9,12,58,11,1156329.0,1879110.0,2025,2025-03-22 15:41:01,41.824060046,-87.701991687,"
,  
(41.824060046, -87.701991687)",160000,,6.0,day
13775524,JJ181497,2025-03-14 09:00:00,006XX N DEARBORN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1832,18,42,8,14,1175817.0,1904861.0,2025,2025-03-22 15:41:01,41.894307348,-87.629722783,"
,  
(41.894307348, -87.629722783)",460000,,6.0,day
13774885,JJ180777,2025-03-14 08:50:00,029XX W 25TH ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,1033,10,24,30,04A,1157167.0,1887261.0,2025,2025-03-22 15:41:01,41.846410419,-87.698696391,"
,  
(41.846410419, -87.698696391)",280000,,10.0,day
13774934,JJ180769,2025-03-14 08:50:00,053XX S KOSTNER AVE,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,815,8,23,62,7,1147930.0,1869056.0,2025,2025-03-22 15:41:01,41.796635609,-87.733062787,"
,  
(41.796635609, -87.733062787)",270000,,6.0,day
13774784,JJ180767,2025-03-14 08:46:00,013XX N LOCKWOOD AVE,560,ASSAULT,SIMPLE,APARTMENT,False,False,2532,25,37,25,08A,1140784.0,1908316.0,2025,2025-03-22 15:41:01,41.904504556,-87.758304235,"
,  
(41.904504556, -87.758304235)",410000,,10.0,day
13775817,JJ182036,2025-03-14 08:42:00,047XX S INGLESIDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,222,2,4,39,08A,1183416.0,1873693.0,2025,2025-03-22 15:41:01,41.808606225,-87.602788251,"
,  
(41.808606225, -87.602788251)",80000,,0.0,day
13775060,JJ181044,2025-03-14 08:30:00,012XX S CENTRAL PARK AVE,890,THEFT,FROM BUILDING,APARTMENT,False,False,1021,10,24,29,6,1152565.0,1894204.0,2025,2025-03-22 15:41:01,41.865554907,-87.715402236,"
,  
(41.865554907, -87.715402236)",280000,,5.0,day
13774988,JJ180784,2025-03-14 08:30:00,119XX S STEWART AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,522,5,21,53,08B,1175774.0,1825731.0,2025,2025-03-22 15:41:01,41.677167326,-87.632250389,"
,  
(41.677167326, -87.632250389)",250000,199.1836111111111,10.0,day
13774967,JJ180788,2025-03-14 08:30:00,030XX N MOBILE AVE,560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,2511,25,30,19,08A,1133880.0,1919540.0,2025,2025-03-22 15:41:01,41.935428755,-87.783400598,"
,  
(41.935428755, -87.783400598)",340000,,10.0,day
13775010,JJ180745,2025-03-14 08:20:00,049XX W WEST END AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,1532,15,28,25,08A,1143512.0,1900531.0,2025,2025-03-22 15:41:01,41.883090995,-87.748478329,"
,  
(41.883090995, -87.748478329)",320000,,10.0,day
13775692,JJ181908,2025-03-14 08:15:00,065XX S DR MARTIN LUTHER KING JR DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,312,3,20,69,08B,1180046.0,1861695.0,2025,2025-03-22 15:41:01,41.775760552,-87.61551597,"
,  
(41.775760552, -87.61551597)",240000,,10.0,day
13774767,JJ180723,2025-03-14 08:15:00,062XX S LANGLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,313,3,20,42,14,1181968.0,1863780.0,2025,2025-03-22 15:41:01,41.78143775,-87.608405738,"
,  
(41.78143775, -87.608405738)",240000,,6.0,day
13774794,JJ180790,2025-03-14 08:15:00,023XX N LOCKWOOD AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,2515,25,36,19,6,1140669.0,1914948.0,2025,2025-03-22 15:41:01,41.922705617,-87.75856341,"
,  
(41.922705617, -87.75856341)",400000,,5.0,day
13776144,JJ182494,2025-03-14 08:10:00,018XX W AUGUSTA BLVD,890,THEFT,FROM BUILDING,APARTMENT,False,False,1212,12,36,24,6,1163759.0,1906696.0,2025,2025-03-22 15:41:01,41.899605532,-87.673956149,"
,  
(41.899605532, -87.673956149)",400000,,5.0,day
13774834,JJ180710,2025-03-14 08:10:00,078XX S HERMITAGE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,APARTMENT,False,False,611,6,17,71,10,1166043.0,1852696.0,2025,2025-03-22 15:41:01,41.751375347,-87.667105094,"
,  
(41.751375347, -87.667105094)",210000,,6.0,day
13774909,JJ180758,2025-03-14 08:06:00,030XX W FOSTER AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,OTHER (SPECIFY),False,True,1712,17,39,13,08B,1155076.0,1934388.0,2025,2025-03-22 15:41:01,41.975773105,-87.705103499,"
,  
(41.975773105, -87.705103499)",430000,,0.0,day
13775054,JJ180766,2025-03-14 08:00:00,062XX S DR MARTIN LUTHER KING JR DR,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,311,3,20,40,04A,1179992.0,1863712.0,2025,2025-03-22 15:41:01,41.781296636,-87.615652218,"
,  
(41.781296636, -87.615652218)",240000,,10.0,day
13775171,JJ181344,2025-03-14 08:00:00,049XX S ARCHER AVE,810,THEFT,OVER $500,SIDEWALK,False,False,821,8,14,57,6,1150934.0,1871470.0,2025,2025-03-22 15:41:01,41.803201891,-87.72198373,"
,  
(41.803201891, -87.72198373)",180000,,5.0,day
13775896,JJ182170,2025-03-14 08:00:00,009XX N WINCHESTER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1212,12,36,24,7,1163230.0,1906351.0,2025,2025-03-22 15:41:01,41.898669966,-87.675908872,"
,  
(41.898669966, -87.675908872)",400000,,6.0,day
13777728,JJ181041,2025-03-14 08:00:00,014XX W MONROE ST,810,THEFT,OVER $500,VEHICLE - COMMERCIAL,False,False,1224,12,27,28,6,1166855.0,1899662.0,2025,2025-03-22 15:41:01,41.880237864,-87.662786483,"
,  
(41.880237864, -87.662786483)",310000,,5.0,day
13780163,JJ187243,2025-03-14 08:00:00,017XX N PAULINA ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,1433,14,32,24,5,1164741.0,1911722.0,2025,2025-03-22 15:41:01,41.913376455,-87.670206562,"
,  
(41.913376455, -87.670206562)",360000,,5.0,day
13779177,JJ186147,2025-03-14 08:00:00,071XX S LOOMIS BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,734,7,17,67,26,1168228.0,1857565.0,2025,2025-03-22 15:41:01,41.764689827,-87.65895825,"
,  
(41.764689827, -87.65895825)",210000,,0.0,day
13775906,JJ182194,2025-03-14 08:00:00,001XX W DIVISION ST,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,1821,18,2,8,08A,1175207.0,1908349.0,2025,2025-03-22 15:41:01,41.903892302,-87.631858359,"
,  
(41.903892302, -87.631858359)",60000,,10.0,day
13775052,JJ180729,2025-03-14 08:00:00,133XX S ELLIS AVE,560,ASSAULT,SIMPLE,CHA APARTMENT,False,True,533,5,10,54,08A,1185521.0,1817132.0,2025,2025-03-22 15:41:01,41.653347282,-87.596842761,"
,  
(41.653347282, -87.596842761)",140000,,10.0,day
13775203,JJ181336,2025-03-14 08:00:00,003XX S WABASH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,113,1,4,32,7,1176859.0,1898853.0,2025,2025-03-22 15:41:01,41.877797563,-87.626077739,"
,  
(41.877797563, -87.626077739)",80000,,6.0,day
13776128,JJ182506,2025-03-14 08:00:00,115XX S PERRY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,522,5,9,53,7,1177651.0,1828268.0,2025,2025-03-22 15:41:01,41.684087123,-87.62530373,"
,  
(41.684087123, -87.62530373)",130000,,6.0,day
13775455,JJ180976,2025-03-14 07:53:00,032XX N Clark st,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1924,19,44,6,6,1169868.0,1921628.0,2025,2025-03-22 15:41:01,41.94044868,-87.651081589,"
,  
(41.94044868, -87.651081589)",480000,,5.0,day
13775073,JJ181014,2025-03-14 07:50:00,005XX N LAKE SHORE DR,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,False,1834,18,2,8,26,1180009.0,1903803.0,2025,2025-03-22 15:41:01,41.891308785,-87.614359614,"
,  
(41.891308785, -87.614359614)",60000,,0.0,day
13774937,JJ180718,2025-03-14 07:40:00,066XX S HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,723,7,16,68,14,1172107.0,1861014.0,2025,2025-03-22 15:41:01,41.774069965,-87.644639452,"
,  
(41.774069965, -87.644639452)",200000,,6.0,day
13775025,JJ180799,2025-03-14 07:40:00,021XX W VAN BUREN ST,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,1225,12,27,28,7,1162277.0,1898147.0,2025,2025-03-22 15:41:01,41.876177493,-87.679638733,"
,  
(41.876177493, -87.679638733)",310000,,6.0,day
13774936,JJ180909,2025-03-14 07:40:00,013XX E 53RD ST,810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,234,2,4,41,6,1185977.0,1870393.0,2025,2025-03-22 15:41:01,41.799490663,-87.593499384,"
,  
(41.799490663, -87.593499384)",80000,,5.0,day
13774896,JJ180706,2025-03-14 07:38:00,066XX S CHAMPLAIN AVE,560,ASSAULT,SIMPLE,RESIDENCE,False,True,321,3,20,42,08A,1181708.0,1861134.0,2025,2025-03-22 15:41:01,41.774182884,-87.609440608,"
,  
(41.774182884, -87.609440608)",240000,,10.0,day
13774928,JJ180741,2025-03-14 07:30:00,080XX S MERRILL AVE,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,RESIDENCE,False,True,414,4,8,46,26,1191924.0,1852150.0,2025,2025-03-22 15:41:01,41.749287997,-87.572282625,"
,  
(41.749287997, -87.572282625)",120000,,0.0,day
13778309,JJ185172,2025-03-14 07:30:00,033XX N RIDGEWAY AVE,810,THEFT,OVER $500,APARTMENT,False,False,1732,17,30,21,6,1150801.0,1921990.0,2025,2025-03-22 15:41:01,41.941837066,-87.721150074,"
,  
(41.941837066, -87.721150074)",340000,,5.0,day
13774764,JJ180697,2025-03-14 07:28:00,003XX S KILPATRICK AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,STREET,True,False,1131,11,28,25,18,1145109.0,1898077.0,2025,2025-03-22 15:41:01,41.876326909,-87.742676011,"
,  
(41.876326909, -87.742676011)",320000,200.21694444444444,0.0,day
13774814,JJ180691,2025-03-14 07:23:00,015XX W SCHREIBER AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,2432,24,49,1,3,1164927.0,1942926.0,2025,2025-03-22 15:41:01,41.998997673,-87.668634065,"
,  
(41.998997673, -87.668634065)",530000,,10.0,day
13774759,JJ180687,2025-03-14 07:20:00,011XX N LAWLER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,1531,15,37,25,7,1142490.0,1907053.0,2025,2025-03-22 15:41:01,41.901007188,-87.752068973,"
,  
(41.901007188, -87.752068973)",410000,,6.0,day
13775444,JJ181261,2025-03-14 07:10:00,042XX W 31ST ST,560,ASSAULT,SIMPLE,STREET,False,False,1031,10,22,30,08A,1148654.0,1883704.0,2025,2025-03-22 15:41:01,41.836817925,-87.730030636,"
,  
(41.836817925, -87.730030636)",260000,,10.0,day
13780623,JJ187734,2025-03-14 07:00:00,048XX N Marine DR,890,THEFT,FROM BUILDING,APARTMENT,False,False,2024,20,46,3,6,1169993.0,1932860.0,2025,2025-03-22 15:41:01,41.971266941,-87.650293145,"
,  
(41.971266941, -87.650293145)",500000,,5.0,day
13774792,JJ180785,2025-03-14 07:00:00,027XX N NARRAGANSETT AVE,810,THEFT,OVER $500,RESTAURANT,False,False,2512,25,36,19,6,1133273.0,1917606.0,2025,2025-03-22 15:41:01,41.9301323,-87.785676799,"
,  
(41.9301323, -87.785676799)",400000,,5.0,day
13774848,JJ180688,2025-03-14 06:52:00,057XX S CICERO AVE,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,True,False,813,8,13,56,15,1145654.0,1866253.0,2025,2025-03-22 15:41:01,41.788987036,-87.74147999,"
,  
(41.788987036, -87.74147999)",170000,200.81694444444443,0.0,day
13774872,JJ180873,2025-03-14 06:52:00,013XX W 32ND ST,2022,NARCOTICS,POSSESS - COCAINE,APARTMENT,True,False,913,9,11,60,18,1167768.0,1883571.0,2025,2025-03-22 15:41:01,41.836063148,-87.659897487,"
,  
(41.836063148, -87.659897487)",150000,200.81694444444443,0.0,day
13774770,JJ180677,2025-03-14 06:50:00,009XX W FULLERTON AVE,460,BATTERY,SIMPLE,CTA PLATFORM,False,False,1812,18,43,7,08B,1169577.0,1916141.0,2025,2025-03-22 15:41:01,41.925398449,-87.652311296,"
,  
(41.925398449, -87.652311296)",470000,,10.0,day
